row_id,name,startdate,enddate,location,description,eventattendancemode,eventstatus,offers,organizer,performer,page_url
2711,57,165,169,0,45,0,0,0,0,0,237
2712,56,167,171,0,45,0,0,0,0,0,237
2713,84,173,177,0,23,0,0,0,0,0,237
2714,57,175,179,0,45,0,0,0,0,0,237
2715,57,149,151,0,45,0,0,0,0,0,237
2716,116,22,25,0,4,0,0,0,0,0,237
2717,57,154,158,0,45,0,0,0,0,0,984
2718,56,156,160,0,45,0,0,0,0,0,984
2719,41,163,166,0,19,0,0,0,0,0,984
2720,57,165,169,0,45,0,0,0,0,0,984
2721,56,167,171,0,45,0,0,0,0,0,984
2722,84,173,177,0,23,0,0,0,0,0,984
2723,57,175,179,0,45,0,0,0,0,0,984
2724,57,149,151,0,45,0,0,0,0,0,984
2725,57,154,158,0,45,0,0,0,0,0,947
2726,38,155,159,0,37,0,0,0,0,0,947
2727,56,156,160,0,45,0,0,0,0,0,947
2728,38,157,161,0,37,0,0,0,0,0,947
2729,39,159,163,0,12,0,0,0,0,0,947
2730,41,163,166,0,19,0,0,0,0,0,947
2731,57,165,169,0,45,0,0,0,0,0,947
2732,56,167,171,0,45,0,0,0,0,0,947
2733,40,172,176,0,17,0,0,0,0,0,947
2734,84,173,177,0,23,0,0,0,0,0,947
2735,57,175,179,0,45,0,0,0,0,0,947
2736,57,149,151,0,45,0,0,0,0,0,947
2737,57,154,158,0,45,0,0,0,0,0,661
2738,38,155,159,0,37,0,0,0,0,0,661
2739,56,156,160,0,45,0,0,0,0,0,661
2740,38,157,161,0,37,0,0,0,0,0,661
2741,39,159,163,0,12,0,0,0,0,0,661
2742,41,163,166,0,19,0,0,0,0,0,661
2743,57,165,169,0,45,0,0,0,0,0,661
2744,56,167,171,0,45,0,0,0,0,0,661
2745,40,172,176,0,17,0,0,0,0,0,661
2746,84,173,177,0,23,0,0,0,0,0,661
2747,57,149,151,0,45,0,0,0,0,0,661
2748,99,115,122,0,117,0,0,1,0,1,157
2749,57,154,158,0,44,0,0,0,0,0,157
2750,38,155,159,0,38,0,0,0,0,0,157
2751,56,156,160,0,44,0,0,0,0,0,157
2752,38,157,161,0,38,0,0,0,0,0,157
2753,39,159,163,0,11,0,0,0,0,0,157
2754,41,163,166,0,20,0,0,0,0,0,157
2755,57,165,169,0,44,0,0,0,0,0,157
2756,56,167,171,0,44,0,0,0,0,0,157
2757,40,172,176,0,18,0,0,0,0,0,157
2758,84,173,177,0,22,0,0,0,0,0,157
2759,57,175,179,0,44,0,0,0,0,0,157
2760,57,149,151,0,44,0,0,0,0,0,157
2761,32,9,7,0,54,0,0,0,0,1,36
2762,57,154,158,0,45,0,0,0,0,0,539
2763,38,155,159,0,37,0,0,0,0,0,539
2764,56,156,160,0,45,0,0,0,0,0,539
2765,38,157,161,0,37,0,0,0,0,0,539
2766,39,159,163,0,12,0,0,0,0,0,539
2767,41,163,166,0,19,0,0,0,0,0,539
2768,57,165,169,0,45,0,0,0,0,0,539
2769,56,167,171,0,45,0,0,0,0,0,539
2770,40,172,176,0,17,0,0,0,0,0,539
2771,84,173,177,0,23,0,0,0,0,0,539
2772,57,175,179,0,45,0,0,0,0,0,539
2773,57,149,151,0,45,0,0,0,0,0,539
2774,57,154,158,0,45,0,0,0,0,0,489
2775,38,155,159,0,37,0,0,0,0,0,489
2776,56,156,160,0,45,0,0,0,0,0,489
2777,38,157,161,0,37,0,0,0,0,0,489
2778,39,159,163,0,12,0,0,0,0,0,489
2779,41,163,166,0,19,0,0,0,0,0,489
2780,57,165,169,0,45,0,0,0,0,0,489
2781,56,167,171,0,45,0,0,0,0,0,489
2782,40,172,176,0,17,0,0,0,0,0,489
2783,84,173,177,0,23,0,0,0,0,0,489
2784,57,175,179,0,45,0,0,0,0,0,489
2785,57,149,151,0,45,0,0,0,0,0,489
2786,57,154,158,0,45,0,0,0,0,0,937
2787,38,155,159,0,37,0,0,0,0,0,937
2788,56,156,160,0,45,0,0,0,0,0,937
2789,38,157,161,0,37,0,0,0,0,0,937
2790,39,159,163,0,12,0,0,0,0,0,937
2791,41,163,166,0,19,0,0,0,0,0,937
2792,57,165,169,0,45,0,0,0,0,0,937
2793,56,167,171,0,45,0,0,0,0,0,937
2794,40,172,176,0,17,0,0,0,0,0,937
2795,84,173,177,0,23,0,0,0,0,0,937
2796,57,175,179,0,45,0,0,0,0,0,937
2797,57,149,151,0,45,0,0,0,0,0,937
2798,57,154,158,0,45,0,0,0,0,0,406
2799,38,155,159,0,37,0,0,0,0,0,406
2800,56,156,160,0,45,0,0,0,0,0,406
2801,38,157,161,0,37,0,0,0,0,0,406
2802,39,159,163,0,12,0,0,0,0,0,406
2803,41,163,166,0,19,0,0,0,0,0,406
2804,57,165,169,0,45,0,0,0,0,0,406
2805,56,167,171,0,45,0,0,0,0,0,406
2806,40,172,176,0,17,0,0,0,0,0,406
2807,84,173,177,0,23,0,0,0,0,0,406
2808,57,175,179,0,45,0,0,0,0,0,406
2809,57,149,151,0,45,0,0,0,0,0,406
2810,57,154,158,0,45,0,0,0,0,0,779
2811,56,156,160,0,45,0,0,0,0,0,779
2812,41,163,166,0,19,0,0,0,0,0,779
2813,57,165,169,0,45,0,0,0,0,0,779
2814,56,167,171,0,45,0,0,0,0,0,779
2815,84,173,177,0,23,0,0,0,0,0,779
2816,57,175,179,0,45,0,0,0,0,0,779
2817,57,149,151,0,45,0,0,0,0,0,779
2818,57,154,158,0,45,0,0,0,0,0,851
2819,56,156,160,0,45,0,0,0,0,0,851
2820,41,163,166,0,19,0,0,0,0,0,851
2821,57,165,169,0,45,0,0,0,0,0,851
2822,56,167,171,0,45,0,0,0,0,0,851
2823,84,173,177,0,23,0,0,0,0,0,851
2824,57,175,179,0,45,0,0,0,0,0,851
2825,57,149,151,0,45,0,0,0,0,0,851
2826,87,27,26,1,79,0,0,0,0,1,140
2827,57,154,158,0,45,0,0,0,0,0,740
2828,38,155,159,0,37,0,0,0,0,0,740
2829,56,156,160,0,45,0,0,0,0,0,740
2830,38,157,161,0,37,0,0,0,0,0,740
2831,39,159,163,0,12,0,0,0,0,0,740
2832,41,163,166,0,19,0,0,0,0,0,740
2833,57,165,169,0,45,0,0,0,0,0,740
2834,56,167,171,0,45,0,0,0,0,0,740
2835,40,172,176,0,17,0,0,0,0,0,740
2836,84,173,177,0,23,0,0,0,0,0,740
2837,57,175,179,0,45,0,0,0,0,0,740
2838,57,149,151,0,45,0,0,0,0,0,740
2839,57,154,158,0,45,0,0,0,0,0,892
2840,38,155,159,0,37,0,0,0,0,0,892
2841,56,156,160,0,45,0,0,0,0,0,892
2842,38,157,161,0,37,0,0,0,0,0,892
2843,39,159,163,0,12,0,0,0,0,0,892
2844,41,163,166,0,19,0,0,0,0,0,892
2845,57,165,169,0,45,0,0,0,0,0,892
2846,56,167,171,0,45,0,0,0,0,0,892
2847,40,172,176,0,17,0,0,0,0,0,892
2848,84,173,177,0,23,0,0,0,0,0,892
2849,57,175,179,0,45,0,0,0,0,0,892
2850,57,149,151,0,45,0,0,0,0,0,892
2851,57,154,158,0,45,0,0,0,0,0,899
2852,56,156,160,0,45,0,0,0,0,0,899
2853,41,163,166,0,19,0,0,0,0,0,899
2854,57,165,169,0,45,0,0,0,0,0,899
2855,56,167,171,0,45,0,0,0,0,0,899
2856,84,173,177,0,23,0,0,0,0,0,899
2857,57,175,179,0,45,0,0,0,0,0,899
2858,57,154,158,0,45,0,0,0,0,0,318
2859,38,155,159,0,37,0,0,0,0,0,318
2860,56,156,160,0,45,0,0,0,0,0,318
2861,38,157,161,0,37,0,0,0,0,0,318
2862,39,159,163,0,12,0,0,0,0,0,318
2863,41,163,166,0,19,0,0,0,0,0,318
2864,57,165,169,0,45,0,0,0,0,0,318
2865,40,172,176,0,17,0,0,0,0,0,318
2866,84,173,177,0,23,0,0,0,0,0,318
2867,57,149,151,0,45,0,0,0,0,0,318
2868,57,154,158,0,45,0,0,0,0,0,709
2869,38,155,159,0,37,0,0,0,0,0,709
2870,38,157,161,0,37,0,0,0,0,0,709
2871,39,159,163,0,12,0,0,0,0,0,709
2872,41,163,166,0,19,0,0,0,0,0,709
2873,57,165,169,0,45,0,0,0,0,0,709
2874,56,167,171,0,45,0,0,0,0,0,709
2875,40,172,176,0,17,0,0,0,0,0,709
2876,84,173,177,0,23,0,0,0,0,0,709
2877,57,175,179,0,45,0,0,0,0,0,709
2878,57,149,151,0,45,0,0,0,0,0,709
2879,57,154,158,0,45,0,0,0,0,0,874
2880,38,155,159,0,37,0,0,0,0,0,874
2881,38,157,161,0,37,0,0,0,0,0,874
2882,39,159,163,0,12,0,0,0,0,0,874
2883,41,163,166,0,19,0,0,0,0,0,874
2884,57,165,169,0,45,0,0,0,0,0,874
2885,56,167,171,0,45,0,0,0,0,0,874
2886,40,172,176,0,17,0,0,0,0,0,874
2887,84,173,177,0,23,0,0,0,0,0,874
2888,57,175,179,0,45,0,0,0,0,0,874
2889,57,149,151,0,45,0,0,0,0,0,874
2890,35,86,91,0,112,0,0,0,0,1,45
2891,57,154,158,0,44,0,0,0,0,0,45
2892,38,155,159,0,38,0,0,0,0,0,45
2893,56,156,160,0,44,0,0,0,0,0,45
2894,38,157,161,0,38,0,0,0,0,0,45
2895,39,159,163,0,11,0,0,0,0,0,45
2896,41,163,166,0,20,0,0,0,0,0,45
2897,57,165,169,0,44,0,0,0,0,0,45
2898,56,167,171,0,44,0,0,0,0,0,45
2899,40,172,176,0,18,0,0,0,0,0,45
2900,84,173,177,0,22,0,0,0,0,0,45
2901,57,175,179,0,44,0,0,0,0,0,45
2902,57,149,151,0,44,0,0,0,0,0,45
2903,59,176,181,0,16,0,0,0,0,0,45
2904,57,154,158,0,45,0,0,0,0,0,752
2905,38,155,159,0,37,0,0,0,0,0,752
2906,56,156,160,0,45,0,0,0,0,0,752
2907,38,157,161,0,37,0,0,0,0,0,752
2908,39,159,163,0,12,0,0,0,0,0,752
2909,41,163,166,0,19,0,0,0,0,0,752
2910,57,165,169,0,45,0,0,0,0,0,752
2911,56,167,171,0,45,0,0,0,0,0,752
2912,40,172,176,0,17,0,0,0,0,0,752
2913,84,173,177,0,23,0,0,0,0,0,752
2914,57,175,179,0,45,0,0,0,0,0,752
2915,57,149,151,0,45,0,0,0,0,0,752
2916,57,154,158,0,45,0,0,0,0,0,829
2917,56,156,160,0,45,0,0,0,0,0,829
2918,41,163,166,0,19,0,0,0,0,0,829
2919,57,165,169,0,45,0,0,0,0,0,829
2920,56,167,171,0,45,0,0,0,0,0,829
2921,84,173,177,0,23,0,0,0,0,0,829
2922,57,175,179,0,45,0,0,0,0,0,829
2923,57,149,151,0,45,0,0,0,0,0,829
2924,57,154,158,0,45,0,0,0,0,0,704
2925,38,155,159,0,37,0,0,0,0,0,704
2926,56,156,160,0,45,0,0,0,0,0,704
2927,38,157,161,0,37,0,0,0,0,0,704
2928,39,159,163,0,12,0,0,0,0,0,704
2929,41,163,166,0,19,0,0,0,0,0,704
2930,57,165,169,0,45,0,0,0,0,0,704
2931,56,167,171,0,45,0,0,0,0,0,704
2932,40,172,176,0,17,0,0,0,0,0,704
2933,84,173,177,0,23,0,0,0,0,0,704
2934,57,175,179,0,45,0,0,0,0,0,704
2935,57,149,151,0,45,0,0,0,0,0,704
2936,57,154,158,0,45,0,0,0,0,0,718
2937,38,155,159,0,37,0,0,0,0,0,718
2938,56,156,160,0,45,0,0,0,0,0,718
2939,38,157,161,0,37,0,0,0,0,0,718
2940,39,159,163,0,12,0,0,0,0,0,718
2941,41,163,166,0,19,0,0,0,0,0,718
2942,57,165,169,0,45,0,0,0,0,0,718
2943,56,167,171,0,45,0,0,0,0,0,718
2944,40,172,176,0,17,0,0,0,0,0,718
2945,84,173,177,0,23,0,0,0,0,0,718
2946,57,175,179,0,45,0,0,0,0,0,718
2947,57,149,151,0,45,0,0,0,0,0,718
2948,57,154,158,0,45,0,0,0,0,0,780
2949,38,155,159,0,37,0,0,0,0,0,780
2950,56,156,160,0,45,0,0,0,0,0,780
2951,38,157,161,0,37,0,0,0,0,0,780
2952,39,159,163,0,12,0,0,0,0,0,780
2953,41,163,166,0,19,0,0,0,0,0,780
2954,57,165,169,0,45,0,0,0,0,0,780
2955,56,167,171,0,45,0,0,0,0,0,780
2956,40,172,176,0,17,0,0,0,0,0,780
2957,84,173,177,0,23,0,0,0,0,0,780
2958,57,175,179,0,45,0,0,0,0,0,780
2959,57,149,151,0,45,0,0,0,0,0,780
2960,56,130,134,0,44,0,0,0,0,0,629
2961,56,103,108,0,44,0,0,0,0,0,629
2962,56,143,145,0,44,0,0,0,0,0,629
2963,56,110,117,0,44,0,0,0,0,0,629
2964,57,154,158,0,45,0,0,0,0,0,450
2965,38,155,159,0,37,0,0,0,0,0,450
2966,56,156,160,0,45,0,0,0,0,0,450
2967,38,157,161,0,37,0,0,0,0,0,450
2968,39,159,163,0,12,0,0,0,0,0,450
2969,41,163,166,0,19,0,0,0,0,0,450
2970,57,165,169,0,45,0,0,0,0,0,450
2971,56,167,171,0,45,0,0,0,0,0,450
2972,40,172,176,0,17,0,0,0,0,0,450
2973,84,173,177,0,23,0,0,0,0,0,450
2974,57,175,179,0,45,0,0,0,0,0,450
2975,57,149,151,0,45,0,0,0,0,0,450
2976,57,154,158,0,45,0,0,0,0,0,436
2977,56,156,160,0,45,0,0,0,0,0,436
2978,41,163,166,0,19,0,0,0,0,0,436
2979,57,165,169,0,45,0,0,0,0,0,436
2980,56,167,171,0,45,0,0,0,0,0,436
2981,84,173,177,0,23,0,0,0,0,0,436
2982,57,175,179,0,45,0,0,0,0,0,436
2983,57,149,151,0,45,0,0,0,0,0,436
2984,57,154,158,0,45,0,0,0,0,0,934
2985,56,156,160,0,45,0,0,0,0,0,934
2986,41,163,166,0,19,0,0,0,0,0,934
2987,57,165,169,0,45,0,0,0,0,0,934
2988,56,167,171,0,45,0,0,0,0,0,934
2989,84,173,177,0,23,0,0,0,0,0,934
2990,57,175,179,0,45,0,0,0,0,0,934
2991,57,149,151,0,45,0,0,0,0,0,934
2992,57,154,158,0,45,0,0,0,0,0,884
2993,38,155,159,0,37,0,0,0,0,0,884
2994,56,156,160,0,45,0,0,0,0,0,884
2995,38,157,161,0,37,0,0,0,0,0,884
2996,39,159,163,0,12,0,0,0,0,0,884
2997,41,163,166,0,19,0,0,0,0,0,884
2998,57,165,169,0,45,0,0,0,0,0,884
2999,56,167,171,0,45,0,0,0,0,0,884
3000,40,172,176,0,17,0,0,0,0,0,884
3001,84,173,177,0,23,0,0,0,0,0,884
3002,57,175,179,0,45,0,0,0,0,0,884
3003,57,149,151,0,45,0,0,0,0,0,884
3004,57,154,158,0,45,0,0,0,0,0,919
3005,56,156,160,0,45,0,0,0,0,0,919
3006,41,163,166,0,19,0,0,0,0,0,919
3007,57,165,169,0,45,0,0,0,0,0,919
3008,56,167,171,0,45,0,0,0,0,0,919
3009,84,173,177,0,23,0,0,0,0,0,919
3010,57,175,179,0,45,0,0,0,0,0,919
3011,57,149,151,0,45,0,0,0,0,0,919
3012,57,154,158,0,45,0,0,0,0,0,699
3013,38,155,159,0,37,0,0,0,0,0,699
3014,56,156,160,0,45,0,0,0,0,0,699
3015,38,157,161,0,37,0,0,0,0,0,699
3016,39,159,163,0,12,0,0,0,0,0,699
3017,41,163,166,0,19,0,0,0,0,0,699
3018,57,165,169,0,45,0,0,0,0,0,699
3019,56,167,171,0,45,0,0,0,0,0,699
3020,40,172,176,0,17,0,0,0,0,0,699
3021,84,173,177,0,23,0,0,0,0,0,699
3022,57,175,179,0,45,0,0,0,0,0,699
3023,57,149,151,0,45,0,0,0,0,0,699
3024,57,154,158,0,45,0,0,0,0,0,870
3025,56,156,160,0,45,0,0,0,0,0,870
3026,41,163,166,0,19,0,0,0,0,0,870
3027,57,165,169,0,45,0,0,0,0,0,870
3028,56,167,171,0,45,0,0,0,0,0,870
3029,84,173,177,0,23,0,0,0,0,0,870
3030,57,175,179,0,45,0,0,0,0,0,870
3031,57,154,158,0,45,0,0,0,0,0,831
3032,38,155,159,0,37,0,0,0,0,0,831
3033,56,156,160,0,45,0,0,0,0,0,831
3034,38,157,161,0,37,0,0,0,0,0,831
3035,39,159,163,0,12,0,0,0,0,0,831
3036,41,163,166,0,19,0,0,0,0,0,831
3037,57,165,169,0,45,0,0,0,0,0,831
3038,56,167,171,0,45,0,0,0,0,0,831
3039,40,172,176,0,17,0,0,0,0,0,831
3040,84,173,177,0,23,0,0,0,0,0,831
3041,57,175,179,0,45,0,0,0,0,0,831
3042,57,149,151,0,45,0,0,0,0,0,831
3043,57,154,158,0,45,0,0,0,0,0,542
3044,38,155,159,0,37,0,0,0,0,0,542
3045,56,156,160,0,45,0,0,0,0,0,542
3046,38,157,161,0,37,0,0,0,0,0,542
3047,39,159,163,0,12,0,0,0,0,0,542
3048,41,163,166,0,19,0,0,0,0,0,542
3049,57,165,169,0,45,0,0,0,0,0,542
3050,56,167,171,0,45,0,0,0,0,0,542
3051,40,172,176,0,17,0,0,0,0,0,542
3052,84,173,177,0,23,0,0,0,0,0,542
3053,57,175,179,0,45,0,0,0,0,0,542
3054,57,149,151,0,45,0,0,0,0,0,542
3055,57,154,158,0,45,0,0,0,0,0,470
3056,38,155,159,0,37,0,0,0,0,0,470
3057,56,156,160,0,45,0,0,0,0,0,470
3058,38,157,161,0,37,0,0,0,0,0,470
3059,39,159,163,0,12,0,0,0,0,0,470
3060,41,163,166,0,19,0,0,0,0,0,470
3061,57,165,169,0,45,0,0,0,0,0,470
3062,40,172,176,0,17,0,0,0,0,0,470
3063,84,173,177,0,23,0,0,0,0,0,470
3064,57,175,179,0,45,0,0,0,0,0,470
3065,57,149,151,0,45,0,0,0,0,0,470
3066,35,44,48,0,112,0,0,0,0,1,42
3067,57,154,158,0,45,0,0,0,0,0,242
3068,38,155,159,0,37,0,0,0,0,0,242
3069,56,156,160,0,45,0,0,0,0,0,242
3070,38,157,161,0,37,0,0,0,0,0,242
3071,39,159,163,0,12,0,0,0,0,0,242
3072,41,163,166,0,19,0,0,0,0,0,242
3073,57,165,169,0,45,0,0,0,0,0,242
3074,56,167,171,0,45,0,0,0,0,0,242
3075,40,172,176,0,17,0,0,0,0,0,242
3076,84,173,177,0,23,0,0,0,0,0,242
3077,57,175,179,0,45,0,0,0,0,0,242
3078,57,149,151,0,45,0,0,0,0,0,242
3079,57,154,158,0,45,0,0,0,0,0,260
3080,38,155,159,0,37,0,0,0,0,0,260
3081,56,156,160,0,45,0,0,0,0,0,260
3082,38,157,161,0,37,0,0,0,0,0,260
3083,39,159,163,0,12,0,0,0,0,0,260
3084,41,163,166,0,19,0,0,0,0,0,260
3085,57,165,169,0,45,0,0,0,0,0,260
3086,56,167,171,0,45,0,0,0,0,0,260
3087,40,172,176,0,17,0,0,0,0,0,260
3088,84,173,177,0,23,0,0,0,0,0,260
3089,57,175,179,0,45,0,0,0,0,0,260
3090,57,149,151,0,45,0,0,0,0,0,260
3091,57,154,158,0,45,0,0,0,0,0,569
3092,38,155,159,0,37,0,0,0,0,0,569
3093,56,156,160,0,45,0,0,0,0,0,569
3094,38,157,161,0,37,0,0,0,0,0,569
3095,39,159,163,0,12,0,0,0,0,0,569
3096,41,163,166,0,19,0,0,0,0,0,569
3097,57,165,169,0,45,0,0,0,0,0,569
3098,56,167,171,0,45,0,0,0,0,0,569
3099,40,172,176,0,17,0,0,0,0,0,569
3100,84,173,177,0,23,0,0,0,0,0,569
3101,57,175,179,0,45,0,0,0,0,0,569
3102,57,149,151,0,45,0,0,0,0,0,569
3103,57,154,158,0,45,0,0,0,0,0,815
3104,56,156,160,0,45,0,0,0,0,0,815
3105,41,163,166,0,19,0,0,0,0,0,815
3106,57,165,169,0,45,0,0,0,0,0,815
3107,56,167,171,0,45,0,0,0,0,0,815
3108,84,173,177,0,23,0,0,0,0,0,815
3109,57,175,179,0,45,0,0,0,0,0,815
3110,57,149,151,0,45,0,0,0,0,0,815
3111,80,16,16,1,163,0,0,1,1,1,124
3112,57,154,158,0,44,0,0,0,0,0,124
3113,38,155,159,0,38,0,0,0,0,0,124
3114,56,156,160,0,44,0,0,0,0,0,124
3115,38,157,161,0,38,0,0,0,0,0,124
3116,39,159,163,0,11,0,0,0,0,0,124
3117,41,163,166,0,20,0,0,0,0,0,124
3118,57,165,169,0,44,0,0,0,0,0,124
3119,56,167,171,0,44,0,0,0,0,0,124
3120,40,172,176,0,18,0,0,0,0,0,124
3121,84,173,177,0,22,0,0,0,0,0,124
3122,57,175,179,0,44,0,0,0,0,0,124
3123,57,149,151,0,44,0,0,0,0,0,124
3124,59,176,181,0,16,0,0,0,0,0,124
3125,57,154,158,0,45,0,0,0,0,0,427
3126,38,155,159,0,37,0,0,0,0,0,427
3127,56,156,160,0,45,0,0,0,0,0,427
3128,38,157,161,0,37,0,0,0,0,0,427
3129,39,159,163,0,12,0,0,0,0,0,427
3130,41,163,166,0,19,0,0,0,0,0,427
3131,57,165,169,0,45,0,0,0,0,0,427
3132,56,167,171,0,45,0,0,0,0,0,427
3133,40,172,176,0,17,0,0,0,0,0,427
3134,84,173,177,0,23,0,0,0,0,0,427
3135,57,175,179,0,45,0,0,0,0,0,427
3136,57,149,151,0,45,0,0,0,0,0,427
3137,57,154,158,0,45,0,0,0,0,0,790
3138,38,155,159,0,37,0,0,0,0,0,790
3139,56,156,160,0,45,0,0,0,0,0,790
3140,38,157,161,0,37,0,0,0,0,0,790
3141,39,159,163,0,12,0,0,0,0,0,790
3142,41,163,166,0,19,0,0,0,0,0,790
3143,57,165,169,0,45,0,0,0,0,0,790
3144,56,167,171,0,45,0,0,0,0,0,790
3145,40,172,176,0,17,0,0,0,0,0,790
3146,84,173,177,0,23,0,0,0,0,0,790
3147,57,175,179,0,45,0,0,0,0,0,790
3148,57,149,151,0,45,0,0,0,0,0,790
3149,57,154,158,0,45,0,0,0,0,0,492
3150,38,155,159,0,37,0,0,0,0,0,492
3151,56,156,160,0,45,0,0,0,0,0,492
3152,38,157,161,0,37,0,0,0,0,0,492
3153,39,159,163,0,12,0,0,0,0,0,492
3154,41,163,166,0,19,0,0,0,0,0,492
3155,57,165,169,0,45,0,0,0,0,0,492
3156,56,167,171,0,45,0,0,0,0,0,492
3157,40,172,176,0,17,0,0,0,0,0,492
3158,84,173,177,0,23,0,0,0,0,0,492
3159,57,149,151,0,45,0,0,0,0,0,492
3160,46,178,182,0,94,0,0,1,0,1,87
3161,57,154,158,0,45,0,0,0,0,0,824
3162,38,155,159,0,37,0,0,0,0,0,824
3163,56,156,160,0,45,0,0,0,0,0,824
3164,38,157,161,0,37,0,0,0,0,0,824
3165,39,159,163,0,12,0,0,0,0,0,824
3166,41,163,166,0,19,0,0,0,0,0,824
3167,57,165,169,0,45,0,0,0,0,0,824
3168,56,167,171,0,45,0,0,0,0,0,824
3169,40,172,176,0,17,0,0,0,0,0,824
3170,84,173,177,0,23,0,0,0,0,0,824
3171,57,175,179,0,45,0,0,0,0,0,824
3172,57,149,151,0,45,0,0,0,0,0,824
3173,57,154,158,0,45,0,0,0,0,0,584
3174,38,155,159,0,37,0,0,0,0,0,584
3175,56,156,160,0,45,0,0,0,0,0,584
3176,38,157,161,0,37,0,0,0,0,0,584
3177,39,159,163,0,12,0,0,0,0,0,584
3178,41,163,166,0,19,0,0,0,0,0,584
3179,57,165,169,0,45,0,0,0,0,0,584
3180,56,167,171,0,45,0,0,0,0,0,584
3181,40,172,176,0,17,0,0,0,0,0,584
3182,84,173,177,0,23,0,0,0,0,0,584
3183,57,175,179,0,45,0,0,0,0,0,584
3184,57,149,151,0,45,0,0,0,0,0,584
3185,77,21,19,0,89,0,0,1,0,1,115
3186,57,154,158,0,45,0,0,0,0,0,347
3187,38,155,159,0,37,0,0,0,0,0,347
3188,56,156,160,0,45,0,0,0,0,0,347
3189,38,157,161,0,37,0,0,0,0,0,347
3190,39,159,163,0,12,0,0,0,0,0,347
3191,41,163,166,0,19,0,0,0,0,0,347
3192,57,165,169,0,45,0,0,0,0,0,347
3193,40,172,176,0,17,0,0,0,0,0,347
3194,84,173,177,0,23,0,0,0,0,0,347
3195,57,175,179,0,45,0,0,0,0,0,347
3196,57,149,151,0,45,0,0,0,0,0,347
3197,57,154,158,0,45,0,0,0,0,0,480
3198,56,156,160,0,45,0,0,0,0,0,480
3199,41,163,166,0,19,0,0,0,0,0,480
3200,57,165,169,0,45,0,0,0,0,0,480
3201,56,167,171,0,45,0,0,0,0,0,480
3202,84,173,177,0,23,0,0,0,0,0,480
3203,57,175,179,0,45,0,0,0,0,0,480
3204,57,154,158,0,45,0,0,0,0,0,552
3205,38,155,159,0,37,0,0,0,0,0,552
3206,56,156,160,0,45,0,0,0,0,0,552
3207,38,157,161,0,37,0,0,0,0,0,552
3208,39,159,163,0,12,0,0,0,0,0,552
3209,41,163,166,0,19,0,0,0,0,0,552
3210,57,165,169,0,45,0,0,0,0,0,552
3211,56,167,171,0,45,0,0,0,0,0,552
3212,40,172,176,0,17,0,0,0,0,0,552
3213,84,173,177,0,23,0,0,0,0,0,552
3214,57,175,179,0,45,0,0,0,0,0,552
3215,57,149,151,0,45,0,0,0,0,0,552
3216,57,154,158,0,44,0,0,0,0,0,635
3217,38,155,159,0,38,0,0,0,0,0,635
3218,56,156,160,0,44,0,0,0,0,0,635
3219,38,157,161,0,38,0,0,0,0,0,635
3220,39,159,163,0,11,0,0,0,0,0,635
3221,41,163,166,0,20,0,0,0,0,0,635
3222,57,165,169,0,44,0,0,0,0,0,635
3223,56,167,171,0,44,0,0,0,0,0,635
3224,40,172,176,0,18,0,0,0,0,0,635
3225,84,173,177,0,22,0,0,0,0,0,635
3226,57,175,179,0,44,0,0,0,0,0,635
3227,57,149,151,0,44,0,0,0,0,0,635
3228,57,154,158,0,45,0,0,0,0,0,596
3229,38,155,159,0,37,0,0,0,0,0,596
3230,56,156,160,0,45,0,0,0,0,0,596
3231,38,157,161,0,37,0,0,0,0,0,596
3232,39,159,163,0,12,0,0,0,0,0,596
3233,41,163,166,0,19,0,0,0,0,0,596
3234,57,165,169,0,45,0,0,0,0,0,596
3235,56,167,171,0,45,0,0,0,0,0,596
3236,40,172,176,0,17,0,0,0,0,0,596
3237,84,173,177,0,23,0,0,0,0,0,596
3238,57,175,179,0,45,0,0,0,0,0,596
3239,57,149,151,0,45,0,0,0,0,0,596
3240,57,154,158,0,45,0,0,0,0,0,520
3241,38,155,159,0,37,0,0,0,0,0,520
3242,56,156,160,0,45,0,0,0,0,0,520
3243,38,157,161,0,37,0,0,0,0,0,520
3244,39,159,163,0,12,0,0,0,0,0,520
3245,41,163,166,0,19,0,0,0,0,0,520
3246,57,165,169,0,45,0,0,0,0,0,520
3247,56,167,171,0,45,0,0,0,0,0,520
3248,40,172,176,0,17,0,0,0,0,0,520
3249,84,173,177,0,23,0,0,0,0,0,520
3250,57,175,179,0,45,0,0,0,0,0,520
3251,57,149,151,0,45,0,0,0,0,0,520
3252,35,200,206,0,112,0,0,0,0,1,60
3253,57,154,158,0,44,0,0,0,0,0,60
3254,38,155,159,0,38,0,0,0,0,0,60
3255,56,156,160,0,44,0,0,0,0,0,60
3256,38,157,161,0,38,0,0,0,0,0,60
3257,39,159,163,0,11,0,0,0,0,0,60
3258,41,163,166,0,20,0,0,0,0,0,60
3259,57,165,169,0,44,0,0,0,0,0,60
3260,56,167,171,0,44,0,0,0,0,0,60
3261,40,172,176,0,18,0,0,0,0,0,60
3262,84,173,177,0,22,0,0,0,0,0,60
3263,57,175,179,0,44,0,0,0,0,0,60
3264,57,149,151,0,44,0,0,0,0,0,60
3265,59,176,181,0,16,0,0,0,0,0,60
3266,56,94,99,0,155,0,0,0,0,1,97
3267,57,154,158,0,45,0,0,0,0,0,490
3268,38,155,159,0,37,0,0,0,0,0,490
