author,recipeingredient,datepublished,recipeyield,recipecategory,totaltime,recipecuisine,aggregaterating,commentcount
0,-1,2464,1645,2418,1834,0,0,1003
0,-1,2465,1646,2419,1835,0,0,1003
0,-1,2466,1647,2420,1836,0,0,1003
0,-1,2467,1647,2421,1837,0,0,1003
0,-1,2468,-1,2422,1838,0,0,1003
0,-1,2469,1648,2423,1839,0,0,1003
0,-1,2470,1649,2424,1840,0,0,1003
0,-1,2471,1649,2425,1840,0,0,1003
0,-1,2472,1650,2426,-1,0,0,1004
0,-1,2473,1650,2427,1841,0,0,1004
0,-1,2474,1651,2428,-1,0,0,1005
0,-1,2475,1651,2429,-1,0,0,1006
0,-1,2476,1652,2430,1842,0,0,1007
0,-1,2477,1653,2431,1843,0,0,1008
0,-1,2478,1654,2432,1844,0,0,1009
0,-1,2479,-1,2433,1845,0,0,1009
0,-1,2480,1655,2434,1846,0,0,1009
0,-1,2481,1656,2435,1847,0,0,1009
0,-1,2482,-1,2436,-1,0,0,1009
0,-1,2483,-1,2437,1848,0,0,1009
0,-1,2484,1657,2438,1849,0,0,1010
0,-1,2485,1657,2439,1850,0,0,1011
0,-1,2486,1657,2440,1851,0,0,1011
0,-1,2487,1658,2441,1852,0,0,1011
0,-1,2488,1659,2442,1853,0,0,1012
0,-1,2489,1660,2443,1854,0,0,1013
0,-1,2490,1661,2444,1855,0,0,1013
0,-1,2491,1662,2445,1855,0,0,1013
0,-1,2492,1663,2446,-1,0,0,1014
0,-1,2493,1663,2447,1856,0,0,1015
0,-1,2494,1664,2448,1857,0,0,1016
0,-1,2495,-1,2449,1857,0,0,1016
0,-1,2496,-1,2450,1857,0,0,1016
0,55,2497,-1,2451,1857,0,0,1016
0,-1,2498,-1,2452,1857,0,0,1016
0,-1,2499,1665,2453,1858,0,0,1017
0,-1,2500,1666,2454,1859,0,0,1018
0,-1,2501,1667,2455,1860,0,0,1018
0,-1,2502,1667,2456,-1,0,0,1018
0,-1,2503,1668,2457,1861,0,0,1018
0,-1,2504,1669,2458,-1,0,0,1018
0,-1,2505,1670,2459,1862,0,0,1019
0,-1,2506,1670,2460,1863,0,0,1020
0,-1,2507,1670,2461,1864,0,0,1020
0,-1,2508,1670,2462,-1,0,0,1020
0,-1,2509,1671,2463,1865,0,0,1021
0,-1,2510,1672,2464,-1,0,0,1022
0,-1,2511,1673,2465,1866,0,0,1022
0,-1,2512,1674,2466,1867,0,0,1023
0,-1,2513,1674,2467,1868,0,0,1024
0,-1,2514,1675,2468,1869,0,0,1024
0,-1,2515,1676,2469,1870,0,0,1024
0,-1,2516,-1,2470,1871,0,0,1024
0,-1,2517,1677,2471,1872,0,0,1024
0,-1,2518,1678,2472,1873,0,0,1024
0,-1,2519,-1,2473,1874,0,0,1024
0,-1,2520,1679,2474,1875,0,0,1024
0,-1,2521,1680,2475,1875,0,0,1025
0,-1,2522,1680,2476,1876,0,0,1025
0,-1,2523,1681,2477,1877,0,0,1026
0,-1,2524,1682,2478,1878,0,0,1027
0,-1,2525,1683,2479,1879,0,0,1028
0,-1,2526,1683,2480,1880,0,0,1028
0,-1,2527,1683,2481,1881,0,0,1028
0,-1,2528,1684,2482,-1,0,0,1029
0,-1,2529,1684,2483,-1,0,0,1030
0,-1,2530,1684,2484,1882,0,0,1030
0,-1,2531,1685,2485,-1,0,0,1030
0,-1,2532,-1,2486,-1,0,0,1030
0,-1,2533,1685,2487,-1,0,0,1030
0,-1,2534,1686,2488,-1,0,0,1030
0,-1,2535,-1,2489,1883,0,0,1030
0,-1,2536,1687,2490,1884,0,0,1030
0,-1,2537,1687,2491,-1,0,0,1030
0,-1,2538,-1,2492,-1,0,0,1030
0,-1,2539,1688,2493,1885,0,0,1030
0,-1,2540,1689,2494,1886,0,0,1030
0,-1,2541,1690,2495,1887,0,0,1031
0,-1,2542,1691,2496,1888,0,0,1032
0,-1,2543,1692,2497,1889,0,0,1032
0,-1,2544,1693,2498,1890,0,0,1033
0,-1,2545,1694,2499,1891,0,0,1034
0,-1,2546,1695,2500,1891,0,0,1035
0,-1,2547,1696,2501,1892,0,0,1035
0,-1,2548,1696,2502,1893,0,0,1036
0,-1,2549,1697,2503,1894,0,0,1037
0,-1,2550,1698,2504,-1,0,0,1037
0,-1,2551,1699,2505,1895,0,0,1037
0,-1,2552,1700,2506,-1,0,0,1038
0,-1,2553,1701,2507,1896,0,0,1039
0,-1,2554,1701,2508,1897,0,0,1040
0,-1,2555,1702,2509,-1,0,0,1040
0,-1,2556,-1,2510,-1,0,0,1040
0,-1,2557,1703,2511,1898,0,0,1040
0,-1,2558,1704,2512,1899,0,0,1040
0,-1,2559,1705,2513,-1,0,0,1040
0,-1,2560,1706,2514,-1,0,0,1041
0,-1,2561,1707,2515,-1,0,0,1042
0,-1,2562,1708,2516,-1,0,0,1043
0,-1,2563,-1,2517,-1,0,0,1043
0,-1,2564,1709,2518,-1,0,0,1043
0,-1,2565,1710,2519,-1,0,0,1043
0,-1,2566,1711,2520,1900,0,0,1043
0,-1,2567,1711,2521,-1,0,0,1043
0,-1,2568,1712,2522,1901,0,0,1043
0,-1,2569,1713,2523,1902,0,0,1043
0,-1,2570,1713,2524,1903,0,0,1043
0,-1,2571,-1,2525,1904,0,0,1043
0,-1,2572,1714,2526,1905,0,0,1044
0,-1,2573,-1,2527,-1,0,0,1045
0,-1,2574,1715,2528,1906,0,0,1046
0,-1,2575,-1,2529,1907,0,0,1047
0,-1,2576,1716,2530,1908,0,0,1048
0,-1,2577,1717,2531,-1,0,0,1048
0,-1,2578,1717,2532,1909,0,0,1049
0,-1,2579,1718,2533,1910,0,0,1050
0,-1,2580,1719,2534,1911,0,0,1050
0,-1,2581,1719,2535,1912,0,0,1050
0,-1,2582,1720,2536,1913,0,0,1051
0,-1,2583,-1,2537,1914,0,0,1051
0,-1,2584,1721,2538,1915,0,0,1052
0,-1,2585,1722,2539,1916,0,0,1053
0,-1,2586,1723,2540,1917,0,0,1053
0,-1,2587,-1,2541,1918,0,0,1053
0,-1,2588,-1,2542,1918,0,0,1053
0,-1,2589,1724,2543,1919,0,0,1053
0,-1,2590,1724,2544,1920,0,0,1053
0,-1,2591,1725,2545,-1,0,0,1053
0,-1,2592,1726,2546,1921,0,0,1053
0,-1,2593,1727,2547,1922,0,0,1054
0,-1,2594,1728,2548,1923,0,0,1055
0,-1,2595,1728,2549,1924,0,0,1055
0,-1,2596,1729,2550,1925,0,0,1056
0,-1,2597,-1,2551,1926,0,0,1057
0,-1,2598,1730,2551,1927,0,0,1057
0,-1,2599,1731,2551,1928,0,0,1057
0,-1,2600,1732,2552,1929,0,0,1057
0,-1,2601,1733,2553,1930,0,0,1057
0,-1,2602,1734,2554,1931,0,0,1058
0,-1,2603,1735,2555,1932,0,0,1058
0,-1,2604,1736,2556,1933,0,0,1059
0,-1,2605,1737,2557,-1,0,0,1059
0,-1,2606,1738,2558,1934,0,0,1059
0,-1,2607,1739,2559,-1,0,0,1059
0,-1,2608,1740,2560,1935,0,0,1059
0,-1,2609,1741,2561,1936,0,0,1060
0,-1,2610,1742,2562,1937,0,0,1061
0,-1,2611,1743,2563,1938,0,0,1061
0,-1,2612,1744,2564,-1,0,0,1062
0,-1,2613,1745,2565,1939,0,0,1063
0,-1,2614,1746,2566,1940,0,0,1063
0,-1,2615,1746,2567,1941,0,0,1063
0,-1,2616,1746,2568,1942,0,0,1063
0,-1,2617,-1,2569,1943,0,0,1064
0,-1,2618,1747,2570,1944,0,0,1065
0,-1,2619,1748,2571,1945,0,0,1066
0,-1,2620,1749,2572,1946,0,0,1066
0,-1,2621,1750,2573,1947,0,0,1066
0,-1,2622,1751,2574,-1,0,0,1066
0,-1,2623,-1,2575,1948,0,0,1067
0,-1,2624,-1,2576,-1,0,0,1068
0,-1,2625,1752,2577,1949,0,0,1069
0,-1,2626,1752,2578,1950,0,0,1070
0,-1,2627,1753,2579,1951,0,0,1071
0,-1,2628,1754,2580,1952,0,0,1072
0,-1,2629,-1,2581,1953,0,0,1072
0,-1,2630,1755,2582,1954,0,0,1072
0,-1,2631,1756,2583,-1,0,0,1072
0,-1,2632,1757,2584,1955,0,0,1072
0,-1,2633,1758,2585,1956,0,0,1073
0,-1,2634,-1,2586,1957,0,0,1074
0,-1,2635,1759,2587,1958,0,0,1074
0,-1,2636,1760,2588,1959,0,0,1074
0,-1,2637,1761,2589,1960,0,0,1074
0,-1,2638,1762,2590,1961,0,0,1074
0,-1,2639,1763,2591,1961,0,0,1074
0,-1,2640,1764,2592,1962,0,0,1074
0,56,2641,1765,2593,1963,0,0,1074
0,-1,2642,1765,2594,1964,0,0,1074
0,-1,2643,1765,2595,1965,0,0,1074
0,-1,2644,1766,2596,1966,0,0,1074
0,-1,2645,1766,2597,-1,0,0,1075
0,-1,2646,-1,2598,1967,0,0,1076
0,-1,2647,1767,2599,1968,0,0,1076
0,-1,2648,-1,2600,-1,0,0,1076
0,-1,2649,1768,2601,1969,0,0,1076
0,-1,2650,1768,2602,1970,0,0,1076
0,-1,2651,1769,2603,1971,0,0,1077
0,-1,2652,1770,2604,1972,0,0,1078
0,-1,2653,1771,2605,-1,0,0,1078
0,-1,2654,1772,2606,1973,0,0,1079
0,-1,2655,1773,2607,1974,0,0,1079
0,-1,2656,1774,2608,1975,0,0,1080
0,-1,2657,1775,2609,1976,0,0,1081
0,-1,2658,1776,2610,1977,0,0,1082
0,-1,2659,1777,2611,1978,0,0,1082
0,-1,2660,1778,2612,1979,0,0,1082
0,-1,2661,1778,2613,1980,0,0,1082
0,-1,2662,1779,2614,1980,0,0,1082
0,-1,2663,1780,2615,1981,0,0,1082
0,-1,2664,1780,2616,1982,0,0,1082
0,-1,2665,1781,2617,1983,0,0,1083
0,-1,2666,1782,2618,1984,0,0,1084
0,-1,2667,1783,2619,1985,0,0,1084
0,-1,2668,1784,2620,1986,0,0,1084
0,-1,2669,1785,2621,1987,0,0,1084
0,-1,2670,1785,2622,1987,0,0,1084
0,-1,2671,1785,2623,1988,0,0,1085
0,-1,2672,1786,2624,1989,0,0,1086
0,-1,2673,1787,2625,1990,0,0,1086
0,-1,2674,-1,2626,1991,0,0,1086
0,-1,2675,1788,2627,1992,0,0,1086
0,-1,2676,1789,2628,1993,0,0,1086
0,-1,2677,1790,2629,1994,0,0,1086
0,-1,2678,1791,2630,1995,0,0,1086
0,-1,2679,1792,2631,-1,0,0,1087
0,-1,2680,1793,2632,-1,0,0,1088
0,-1,2681,1794,2633,1995,0,0,1088
0,-1,2682,1794,2634,1996,0,0,1089
0,-1,2683,1795,2635,1997,0,0,1090
0,-1,2684,1796,2636,1998,0,0,1090
0,-1,2685,-1,2637,1999,0,0,1090
0,-1,2686,1797,2638,-1,0,0,1090
0,-1,2687,-1,2639,1999,0,0,1090
0,-1,2688,1797,2640,2000,0,0,1090
0,-1,2689,1798,2641,2001,0,0,1090
0,-1,2690,1798,2642,-1,0,0,1091
0,-1,2691,1799,2643,2002,0,0,1092
0,57,2692,-1,2644,2003,0,0,1093
0,-1,2693,1800,2645,2004,0,0,1094
0,-1,2694,1800,2646,2004,0,0,1094
0,-1,2695,1801,2647,2005,0,0,1095
0,-1,2696,1802,2648,2006,0,0,1096
0,-1,2697,1803,2648,2007,0,0,1096
0,-1,2698,-1,2649,-1,0,0,1096
0,-1,2699,1803,2650,2008,0,0,1096
0,-1,2700,1803,2651,-1,0,0,1096
0,-1,2701,1804,2652,2009,0,0,1096
0,-1,2702,-1,2653,2010,0,0,1097
0,-1,2703,1804,2654,2011,0,0,1098
0,-1,2704,1805,2655,-1,0,0,1098
0,-1,2705,1806,2656,2012,0,0,1099
0,-1,2706,-1,2657,2013,0,0,1100
0,-1,2707,1806,2658,2014,0,0,1100
0,-1,2708,1807,2659,2015,0,0,1100
0,-1,2709,1807,2660,2016,0,0,1100
0,-1,2710,1808,2661,2017,0,0,1100
0,-1,2711,-1,2662,2018,0,0,1100
0,-1,2712,1809,2663,2019,0,0,1100
0,-1,2713,1810,2664,2020,0,0,1100
0,-1,2714,-1,2665,2020,0,0,1100
0,-1,2715,1811,2666,2020,0,0,1100
0,-1,2716,1812,2667,2021,0,0,1100
0,-1,2717,1813,2668,2022,0,0,1100
0,-1,2718,-1,2669,2023,0,0,1100
0,-1,2719,1814,2670,2024,0,0,1100
0,-1,2720,-1,2671,2025,0,0,1100
0,-1,2720,1815,2672,2026,0,0,1101
0,-1,2721,1816,2673,2027,0,0,1102
0,-1,2722,1817,2674,2028,0,0,1103
0,-1,2723,1817,2675,2029,0,0,1103
0,-1,2724,-1,2676,2030,0,0,1104
0,-1,2725,1817,2677,2031,0,0,1105
0,-1,2726,1818,2678,-1,0,0,1106
0,-1,2727,-1,2679,-1,0,0,1107
0,-1,2728,1819,2680,2032,0,0,1108
0,-1,2729,1820,2681,2032,0,0,1109
0,-1,2730,1821,2682,-1,0,0,1109
0,-1,2731,1822,2683,-1,0,0,1109
0,-1,2732,1823,2684,2033,0,0,1109
0,-1,2733,-1,2685,2034,0,0,1109
0,-1,2734,-1,2686,2034,0,0,1109
0,-1,2735,1824,2687,2035,0,0,1109
0,-1,2736,1825,2688,2036,0,0,1109
0,-1,2737,1825,2689,2036,0,0,1110
0,-1,2738,1826,2690,2037,0,0,1111
0,-1,2739,1827,2691,2038,0,0,1112
0,-1,2740,1828,2692,2039,0,0,1113
0,-1,2741,1829,2693,2040,0,0,1113
0,-1,2742,1830,2694,-1,0,0,1113
0,-1,2743,1831,2695,2041,0,0,1113
0,-1,2744,1831,2696,2042,0,0,1113
0,-1,2745,1832,2697,2043,0,0,1114
0,-1,2746,1833,2698,2044,0,0,1115
0,-1,2747,1834,2699,2045,0,0,1115
0,-1,2748,1835,2700,2046,0,0,1115
0,-1,2749,1836,2701,2046,0,0,1115
0,-1,2750,1837,2702,-1,0,0,1115
0,-1,2751,-1,2703,2047,0,0,1115
0,-1,2752,1838,2704,2048,0,0,1115
0,-1,2753,1839,2705,2049,0,0,1115
0,-1,2754,1840,2706,2050,0,0,1116
0,-1,2755,1840,2707,2051,0,0,1117
0,-1,2756,1841,2708,2052,0,0,1117
0,-1,2757,1841,2709,-1,0,0,1117
0,-1,2758,1841,2710,2053,0,0,1117
0,-1,2759,-1,2711,2054,0,0,1117
0,-1,2760,-1,2712,-1,0,0,1117
0,-1,2761,1841,2713,2055,0,0,1118
0,-1,2762,1842,2714,2056,0,0,1119
0,-1,2763,1843,2715,2057,0,0,1119
0,-1,2764,1843,2716,2058,0,0,1119
0,-1,2765,1844,2717,2059,0,0,1119
0,-1,2766,1845,2718,2060,0,0,1119
0,-1,2767,-1,2719,-1,0,0,1119
0,-1,2768,1846,2720,-1,0,0,1119
0,-1,2769,1846,2720,-1,0,0,1119
0,-1,2770,-1,2721,2061,0,0,1119
0,-1,2771,1847,2722,2062,0,0,1119
0,-1,2772,1848,2722,2063,0,0,1119
0,-1,2773,1849,2723,2064,0,0,1119
0,-1,2774,1850,2724,2065,0,0,1119
0,-1,2775,1850,2725,-1,0,0,1120
0,-1,2776,1851,2726,2066,0,0,1121
0,-1,2777,1852,2727,2067,0,0,1122
0,-1,2778,1853,2728,-1,0,0,1123
0,-1,2779,1853,2729,2068,0,0,1123
0,-1,2780,1854,2730,2069,0,0,1124
0,58,2781,-1,2731,2070,0,0,1125
0,-1,2782,1855,2732,2071,0,0,1126
0,-1,2783,1856,2733,2071,0,0,1127
0,-1,2784,1856,2734,2072,0,0,1128
0,-1,2785,1857,2735,2073,0,0,1128
0,-1,2786,1857,2736,2074,0,0,1128
0,-1,2787,1858,2737,2075,0,0,1129
0,-1,2788,1859,2738,2076,0,0,1130
0,-1,2789,1860,2739,2077,0,0,1131
0,-1,2790,1861,2740,2078,0,0,1131
0,-1,2791,1862,2741,-1,0,0,1131
0,-1,2792,1863,2741,-1,0,0,1131
0,-1,2793,1864,2742,2079,0,0,1131
0,-1,2794,1865,2743,2080,0,0,1131
0,-1,2795,1866,2744,2081,0,0,1131
0,-1,2796,1867,2745,2081,0,0,1131
0,-1,2797,1868,2746,2082,0,0,1131
0,-1,2798,-1,2747,2083,0,0,1131
0,-1,2799,1869,2748,2084,0,0,1132
0,-1,2800,-1,2749,2085,0,0,1133
0,-1,2801,1870,2750,2086,0,0,1133
0,-1,2802,1871,2751,2087,0,0,1134
0,-1,2803,1872,2752,2088,0,0,1135
0,-1,2804,-1,2753,2089,0,0,1136
0,-1,2805,1873,2754,2090,0,0,1137
0,-1,2806,1873,2755,2091,0,0,1137
0,-1,2807,1874,2756,-1,0,0,1138
0,59,2808,-1,2757,2092,0,0,1138
0,-1,2809,1875,2758,-1,0,0,1138
0,-1,2810,1876,2759,2093,0,0,1138
0,-1,2811,1876,2760,-1,0,0,1139
0,-1,2812,1877,2761,2094,0,0,1140
0,-1,2813,1878,2762,-1,0,0,1141
0,-1,2814,1879,2763,2095,0,0,1141
0,-1,2815,1880,2764,2096,0,0,1141
0,-1,2816,1881,2765,2097,0,0,1141
0,-1,2817,-1,2766,2097,0,0,1142
0,-1,2818,-1,2767,2097,0,0,1143
0,-1,2819,1882,2768,2098,0,0,1144
0,-1,2820,1883,2769,2099,0,0,1145
0,-1,2821,1884,2770,2100,0,0,1145
0,-1,2822,1885,2771,2101,0,0,1145
0,-1,2823,1885,2772,2102,0,0,1145
0,-1,2824,-1,2773,2103,0,0,1146
0,-1,2825,-1,2774,2103,0,0,1147
0,-1,2826,1886,2775,2104,0,0,1147
0,-1,2827,1887,2776,-1,0,0,1147
0,-1,2828,1888,2777,2105,0,0,1147
0,-1,2829,1888,2778,2106,0,0,1147
0,-1,2830,1888,2779,2107,0,0,1147
0,-1,2831,1888,2780,2108,0,0,1147
0,-1,2832,1889,2781,2109,0,0,1147
0,-1,2833,-1,2782,-1,0,0,1147
0,-1,2834,1890,2783,2110,0,0,1147
0,-1,2835,1891,2784,2110,0,0,1148
0,-1,2836,1891,2785,2111,0,0,1148
0,-1,2837,-1,2786,-1,0,0,1149
0,-1,2838,1892,2787,2112,0,0,1149
0,-1,2839,1893,2788,2113,0,0,1149
0,-1,2840,1893,2789,2114,0,0,1149
0,-1,2841,-1,2790,2114,0,0,1149
0,-1,2842,-1,2791,2114,0,0,1149
0,-1,2843,1893,2792,2115,0,0,1150
0,-1,2844,-1,2793,-1,0,0,1151
0,-1,2845,-1,2794,-1,0,0,1151
0,-1,2846,-1,2795,2116,0,0,1151
0,-1,2847,1894,2795,2116,0,0,1151
0,-1,2848,1894,2795,2117,0,0,1152
0,-1,2849,-1,2796,-1,0,0,1153
0,-1,2850,1895,2797,2118,0,0,1153
0,-1,2851,1896,2798,-1,0,0,1154
0,-1,2852,1896,2799,2119,0,0,1155
0,-1,2853,1896,2800,2120,0,0,1155
0,60,2854,1897,2801,2121,0,0,1155
0,-1,2855,1898,2802,2122,0,0,1155
0,-1,2856,1899,2803,-1,0,0,1155
0,-1,2857,1900,2804,2123,0,0,1155
0,-1,2858,1901,2805,2124,0,0,1155
0,-1,2859,1902,2806,-1,0,0,1155
0,-1,2860,1902,2807,2125,0,0,1156
0,-1,2861,1903,2808,2126,0,0,1157
0,-1,2862,1904,2809,2127,0,0,1157
0,-1,2863,1905,2810,2128,0,0,1157
0,-1,2864,-1,2811,-1,0,0,1157
0,-1,2865,1906,2812,2129,0,0,1157
0,-1,2866,-1,2813,2130,0,0,1157
0,-1,2867,-1,2814,2130,0,0,1158
0,-1,2868,1907,2815,2131,0,0,1159
0,61,2869,-1,2816,2132,0,0,1159
0,-1,2870,1908,2817,2133,0,0,1159
0,-1,2871,1909,2818,2134,0,0,1159
0,-1,2872,1909,2819,2135,0,0,1159
0,-1,2873,1910,2820,2136,0,0,1159
0,-1,2874,-1,2821,2137,0,0,1159
0,-1,2875,1911,2822,2138,0,0,1160
0,-1,2876,1912,2823,2139,0,0,1160
0,-1,2877,-1,2824,2140,0,0,1161
0,-1,2878,1913,2825,2141,0,0,1161
0,-1,2879,1914,2826,-1,0,0,1162
0,-1,2880,1914,2827,2142,0,0,1163
0,-1,2881,1915,2828,2143,0,0,1163
0,-1,2882,1916,2829,-1,0,0,1164
0,-1,2883,1916,2830,2144,0,0,1165
0,-1,2884,1917,2831,-1,0,0,1165
0,-1,2885,1918,2832,2145,0,0,1166
0,-1,2886,1919,2833,2146,0,0,1167
0,-1,2887,1920,2834,2147,0,0,1167
0,-1,2888,1921,2835,2148,0,0,1167
0,-1,2889,-1,2836,2149,0,0,1167
0,-1,2890,1922,2837,2150,0,0,1167
0,-1,2891,1923,2838,2151,0,0,1168
0,-1,2892,1924,2839,2152,0,0,1169
0,-1,2893,1925,2840,2153,0,0,1169
0,-1,2894,1925,2841,-1,0,0,1169
0,-1,2895,1926,2842,2154,0,0,1169
0,-1,2896,1926,2843,2155,0,0,1169
0,-1,2897,1927,2844,2156,0,0,1169
0,62,2898,-1,2845,2157,0,0,1169
0,-1,2899,1928,2846,2158,0,0,1169
0,-1,2900,-1,2847,-1,0,0,1169
0,-1,2901,1928,2848,-1,0,0,1169
0,-1,2902,1929,2849,2159,0,0,1169
0,-1,2903,1930,2850,-1,0,0,1169
0,-1,2904,1931,2851,2160,0,0,1169
0,-1,2905,-1,2852,2161,0,0,1169
0,-1,2906,-1,2853,-1,0,0,1169
0,-1,2907,1931,2854,2162,0,0,1169
0,-1,2908,1932,2855,-1,0,0,1169
0,63,2909,-1,2856,2163,0,0,1170
0,-1,2910,1933,2857,2164,0,0,1171
0,-1,2911,1934,2858,2165,0,0,1172
0,-1,2912,1935,2859,2166,0,0,1173
0,-1,2913,-1,2860,2167,0,0,1174
0,-1,2914,1936,2861,2168,0,0,1175
0,-1,2915,1937,2861,2169,0,0,1176
0,-1,2916,1938,2862,2170,0,0,1177
0,-1,2917,1938,2862,-1,0,0,1177
0,-1,2918,1939,2863,2171,0,0,1177
0,-1,2919,1940,2864,2172,0,0,1177
0,-1,2920,1941,2865,2173,0,0,1178
0,-1,2921,1942,2866,2174,0,0,1179
0,-1,2922,1943,2867,2175,0,0,1179
0,-1,2923,-1,2868,2176,0,0,1179
0,-1,2924,-1,2869,2176,0,0,1179
0,-1,2925,1944,2870,2177,0,0,1180
0,-1,2926,1944,2871,2178,0,0,1181
0,-1,2927,1945,2872,2179,0,0,1181
0,-1,2928,1946,2873,2180,0,0,1181
0,-1,2929,1947,2874,2181,0,0,1181
0,-1,2930,1948,2875,2182,0,0,1181
0,-1,2931,1949,2876,2183,0,0,1181
0,-1,2932,1950,2877,-1,0,0,1181
0,-1,2933,1951,2878,2184,0,0,1181
0,-1,2934,1952,2879,-1,0,0,1181
0,-1,2935,1953,2880,2185,0,0,1181
0,64,2935,-1,2881,2186,0,0,1181
0,-1,2936,1954,2882,2187,0,0,1182
0,-1,2937,-1,2883,2188,0,0,1183
0,-1,2938,1955,2884,2189,0,0,1184
0,-1,2939,1955,2885,2189,0,0,1184
0,-1,2940,1955,2886,2190,0,0,1184
0,-1,2941,1956,2887,2191,0,0,1184
0,-1,2942,1957,2888,-1,0,0,1184
0,-1,2943,1957,2889,-1,0,0,1184
0,-1,2944,1958,2890,-1,0,0,1184
0,-1,2945,1959,2891,2192,0,0,1184
0,-1,2946,-1,2892,-1,0,0,1184
0,-1,2947,1960,2893,2193,0,0,1185
0,-1,2948,1961,2894,2194,0,0,1186
0,-1,2949,-1,2895,2195,0,0,1186
0,-1,2950,1962,2896,2195,0,0,1186
0,-1,2951,-1,2897,2195,0,0,1186
0,-1,2952,1963,2898,2196,0,0,1186
0,-1,2953,1964,2899,2196,0,0,1186
0,-1,2954,-1,2900,2197,0,0,1187
0,-1,2955,1965,2901,2198,0,0,1188
0,-1,2956,1966,2902,-1,0,0,1188
0,65,2957,-1,2903,-1,0,0,1188
0,-1,2958,-1,2904,2199,0,0,1188
0,-1,2959,1966,2905,-1,0,0,1188
0,-1,2960,1966,2906,2200,0,0,1189
0,-1,2961,-1,2907,2201,0,0,1190
0,-1,2962,-1,2908,-1,0,0,1190
0,-1,2963,1967,2909,2202,0,0,1190
0,-1,2964,1968,2910,2203,0,0,1190
0,-1,2965,-1,2911,2204,0,0,1191
0,-1,2966,1969,2912,2205,0,0,1192
0,-1,2967,1970,2913,2206,0,0,1193
0,-1,2968,1971,2914,2207,0,0,1194
0,-1,2969,1972,2915,2208,0,0,1195
0,-1,2970,1973,2916,2209,0,0,1195
0,-1,2971,1973,2917,2210,0,0,1196
0,-1,2972,-1,2918,2211,0,0,1196
0,-1,2973,-1,2919,2211,0,0,1196
0,-1,2974,-1,2920,2211,0,0,1197
0,-1,2975,-1,2921,2211,0,0,1198
0,-1,2976,1974,2922,2212,0,0,1199
0,-1,2977,1974,2922,2213,0,0,1200
0,-1,2978,1975,2923,2214,0,0,1201
0,-1,2979,1976,2924,2215,0,0,1201
0,-1,2980,1977,2925,2216,0,0,1201
0,-1,2981,1978,2926,2217,0,0,1201
0,-1,2982,-1,2927,2218,0,0,1201
0,66,2983,-1,2928,-1,0,0,1201
0,-1,2984,1979,2929,2219,0,0,1201
0,-1,2985,-1,2930,2220,0,0,1201
0,-1,2986,1979,2931,-1,0,0,1201
0,-1,2987,-1,2932,2220,0,0,1201
0,-1,2988,1980,2933,2221,0,0,1201
0,-1,2989,1981,2934,2222,0,0,1201
0,-1,2990,1982,2935,2222,0,0,1202
0,-1,2991,-1,2936,2223,0,0,1203
0,-1,2992,1982,2937,-1,0,0,1203
0,-1,2993,-1,2938,2223,0,0,1203
0,-1,2994,-1,2939,2224,0,0,1203
0,-1,2995,-1,2940,-1,0,0,1204
0,-1,2996,1983,2941,2225,0,0,1205
0,-1,2997,1984,2942,2226,0,0,1206
0,-1,2998,1985,2943,2227,0,0,1206
0,-1,2999,1986,2944,2228,0,0,1207
0,-1,3000,1986,2945,2228,0,0,1208
0,-1,3001,1987,2946,-1,0,0,1208
0,-1,3002,-1,2947,-1,0,0,1208
0,-1,3003,-1,2948,-1,0,0,1208
0,-1,3004,1988,2949,2229,0,0,1208
0,-1,3005,-1,2950,2230,0,0,1208
0,-1,3006,1989,2951,2231,0,0,1208
0,-1,3007,1989,2952,2232,0,0,1209
0,-1,3008,1990,2953,2233,0,0,1210
0,-1,3009,1991,2954,2234,0,0,1211
0,-1,3010,1991,2955,2235,0,0,1211
0,-1,3011,1992,2956,2236,0,0,1212
0,-1,3012,1993,2957,2237,0,0,1213
0,-1,3013,1994,2958,-1,0,0,1213
0,-1,3014,1995,2959,2238,0,0,1214
0,-1,3015,1996,2960,2239,0,0,1215
0,-1,3016,1997,2961,2240,0,0,1215
0,-1,3017,1998,2962,-1,0,0,1216
0,-1,3018,1999,2963,2241,0,0,1217
0,-1,3019,2000,2964,2242,0,0,1217
0,-1,3020,2000,2965,2243,0,0,1217
0,-1,3021,2000,2966,2244,0,0,1217
0,-1,3022,2001,2967,2245,0,0,1217
0,-1,3023,2002,2968,2246,0,0,1217
0,-1,3024,2003,2969,-1,0,0,1217
0,-1,3025,2004,2970,2247,0,0,1217
0,-1,3026,2004,2971,2248,0,0,1217
0,-1,3027,-1,2972,2249,0,0,1217
0,-1,3028,2005,2973,2250,0,0,1218
0,-1,3029,2006,2974,2251,0,0,1219
0,-1,3030,2007,2975,2252,0,0,1219
0,-1,3031,2008,2976,2253,0,0,1219
0,-1,3032,-1,2977,2254,0,0,1219
0,-1,3033,2009,2978,-1,0,0,1220
0,-1,3034,-1,2979,-1,0,0,1221
0,-1,3035,2010,2980,-1,0,0,1221
0,-1,3036,2010,2981,-1,0,0,1222
0,-1,3037,2010,2982,2255,0,0,1223
0,-1,3038,2010,2983,-1,0,0,1224
0,-1,3039,2011,2984,2256,0,0,1225
0,-1,3040,2012,2985,2257,0,0,1225
0,-1,3041,2013,2986,2258,0,0,1225
0,67,3042,-1,2987,2259,0,0,1225
